year,event_id,date,start,duration,track,title,type,video_url,slides_url,audio_url,speakers_name
2018,6880,2018-02-04 00:00:00,12:00,00:45,Virtualization / Cloud / IaaS,Device Assignment for VMs in Kubernetes,devroom,https://video.fosdem.org/2018/UD2.218A/vai_device_assignment_k8s.mp4,,,Roby Nickisha
2018,6645,2018-02-04 00:00:00,12:45,00:45,Virtualization / Cloud / IaaS,Automate oVirt Disaster Recovery Solution With Ansible,devroom,https://video.fosdem.org/2018/UD2.218A/vai_ovirt_recovery.mp4,,,Romelia Jabir
2018,7034,2018-02-04 00:00:00,13:30,00:45,Virtualization / Cloud / IaaS,Vectors Meet Virtualization,devroom,https://video.fosdem.org/2018/UD2.218A/vai_vectors_meet_virtualization.mp4,,,Shean Roderick
2018,7127,2018-02-04 00:00:00,14:15,00:45,Virtualization / Cloud / IaaS,Finding your way through the QEMU parameter jungle,devroom,https://video.fosdem.org/2018/UD2.218A/vai_qemu_jungle.mp4,,,Sasheen Halleh
2018,6825,2018-02-04 00:00:00,15:00,00:45,Virtualization / Cloud / IaaS,diskimage-builder: Building Linux Images for Cloud / Virtualization / Container,devroom,https://video.fosdem.org/2018/UD2.218A/vai_diskimage_builder.mp4,,,Katlin Viana
2018,7033,2018-02-04 00:00:00,15:45,00:45,Virtualization / Cloud / IaaS,Openstack compliance with GDPR,devroom,,,,Lace Darrell
2018,7314,2018-02-04 00:00:00,14:00,02:00,Keysigning,GPG Keysigning,keysigning,,,,Neelie Candiace
2018,7322,2018-02-04 00:00:00,09:00,02:30,Global Diversity CFP Day,Jovaughn Sha CFP-help,maintrack,,,,Jovaughn Sha
2018,7323,2018-02-04 00:00:00,14:00,02:00,Global Diversity CFP Day,Jovaughn Sha CFP-help,maintrack,,,,Jovaughn Sha
2019,8967,2019-02-02 00:00:00,09:30,00:25,Keynotes,Welcome to FOSDEM 2019,keynote,https://video.fosdem.org/2019/Janson/keynotes_welcome.webm,,,Neelie Candiace
2019,7545,2019-02-02 00:00:00,10:00,00:50,Keynotes,Can Anyone Live in Full Software Freedom Today?,keynote,https://video.fosdem.org/2019/Janson/full_software_freedom.webm,,,Rayland Elsie|Dezra Daneisha
2019,8804,2019-02-02 00:00:00,11:00,00:50,Keynotes,"FLOSS, the Internet and the Future",keynote,https://video.fosdem.org/2019/Janson/floss_internet_future.webm,,,Sorangel Lekeisha
2019,7438,2019-02-02 00:00:00,12:00,00:50,Keynotes,Blockchain: The Ethical Considerations,keynote,https://video.fosdem.org/2019/Janson/blockchain_ethics.webm,,,Laisha Shameka
2019,7411,2019-02-02 00:00:00,13:00,00:50,Telephony and Communications Devroom,Mattermost’s Approach to Layered Extensibility in Open Source,maintrack,https://video.fosdem.org/2019/Janson/mattermost_layered_extensibility.webm,,,Zia Roberta
2019,7490,2019-02-02 00:00:00,14:00,00:50,Telephony and Communications Devroom,Matrix in the French State,maintrack,https://video.fosdem.org/2019/Janson/matrix_french_state.webm,,,Jonny Chioma
2019,7638,2019-02-02 00:00:00,15:00,00:50,Telephony and Communications Devroom,"DNS over HTTPS - the good, the bad and the ugly",maintrack,https://video.fosdem.org/2019/Janson/dns_over_http.webm,,,Jack Cherokee
2019,7533,2019-02-02 00:00:00,16:00,00:50,Telephony and Communications Devroom,Netflix and FreeBSD,maintrack,https://video.fosdem.org/2019/Janson/netflix_freebsd.webm,,,Shin Zandra
2019,7843,2019-02-02 00:00:00,17:00,00:50,Hardware,The TPM2 software community,maintrack,https://video.fosdem.org/2019/Janson/tpm2.webm,,,Kizzie Talayah|Jennalee Joani
2019,7633,2019-02-02 00:00:00,18:00,00:50,Hardware,Mender - an open source OTA software update manager for IoT,maintrack,https://video.fosdem.org/2019/Janson/mender.webm,,,Lizandro Quana
2019,7380,2019-02-02 00:00:00,11:00,00:50,Storage,Better loop mounts with NBD,maintrack,http://oirase.annexia.org/rwmj.wp.com/rjones-nbdkit-tech-talk-2018-11-19.mp4,,,Emerald Natali
2019,7394,2019-02-02 00:00:00,12:00,00:50,Storage,ELI5: ZFS Caching,maintrack,https://video.fosdem.org/2019/K.1.105/zfs_caching.webm,,,Janesa Chandi
2019,8996,2019-02-02 00:00:00,13:00,00:50,Miscellaneous,AMENDMENT Handling Security Flaws in an Open Source Project - Jeremy Allison,maintrack,https://video.fosdem.org/2019/K.1.105/security_flaws.webm,,,
2019,7576,2019-02-02 00:00:00,14:00,00:50,Storage,Square Kilometre Array and its Software Defined Supercomputer,maintrack,https://www.youtube.com/watch?v=K5N4LYrupSs,,,Ronette Brok
2019,7516,2019-02-02 00:00:00,15:00,00:50,Databases,PostgreSQL Goes to 11!,maintrack,https://video.fosdem.org/2019/K.1.105/postgresql11.webm,,,Magdeline Solina
2019,7555,2019-02-02 00:00:00,16:00,00:50,Databases,Hugepages and databases,maintrack,https://video.fosdem.org/2019/K.1.105/hugepages_databases.webm,,,Isabell Berit
2019,7436,2019-02-02 00:00:00,17:00,00:50,Databases,PostgreSQL vs. fsync,maintrack,https://video.fosdem.org/2019/K.1.105/postgresql_fsync.webm,,,Taneeka Tiffeny
2019,7932,2019-02-02 00:00:00,18:00,00:50,Databases,Raft in Scylla,maintrack,https://video.fosdem.org/2019/K.1.105/raft_in_scylla.webm,,,Song Ellise
2019,7864,2019-02-02 00:00:00,12:00,00:15,Lightning Talks,Creating a Computing Revolution: from Personal Computers to Personal Servers,lightningtalk,https://video.fosdem.org/2019/H.2215/decentralizing_web_freedombox.webm,,,Natonya Jefferey
2019,7744,2019-02-02 00:00:00,12:20,00:15,Lightning Talks,Cogito,lightningtalk,https://video.fosdem.org/2019/H.2215/cogito_identity.webm,,,Takila Hobie|Cheng Darius|Trevar Romain
2019,7787,2019-02-02 00:00:00,12:40,00:15,Lightning Talks,"Emitter: Scalable, fast and secure pub/sub in Go",lightningtalk,https://video.fosdem.org/2019/H.2215/emitter_pubsub.webm,,,Katarina Malori
2019,8404,2019-02-02 00:00:00,13:00,00:15,Lightning Talks,Leela Chess Zero,lightningtalk,https://video.fosdem.org/2019/H.2215/leela_chess.webm,,,Lafonda Jeramey
2019,8180,2019-02-02 00:00:00,13:20,00:15,Lightning Talks,"MALT, A Malloc Tracker",lightningtalk,https://video.fosdem.org/2019/H.2215/malt_malloc.webm,,,Jamond Nelida
2019,7905,2019-02-02 00:00:00,13:40,00:15,Lightning Talks,Structured Concurrency,lightningtalk,https://video.fosdem.org/2019/H.2215/structured_concurrency.webm,,,Zain Bahar
2019,8265,2019-02-02 00:00:00,14:00,00:15,Lightning Talks,"VBoard, making web dashboards in 3D and VR",lightningtalk,https://video.fosdem.org/2019/H.2215/vboard_3d_vr.webm,,,Jawana Delonna
2019,7945,2019-02-02 00:00:00,14:20,00:15,Lightning Talks,MicroPython – Python for Microcontrollers,lightningtalk,https://video.fosdem.org/2019/H.2215/microcontrollers_python.webm,,,Shandie Malika
2019,8208,2019-02-02 00:00:00,14:40,00:15,Lightning Talks,A brief story about friendship,lightningtalk,https://video.fosdem.org/2019/H.2215/cross_community_collaboration.webm,,,Len Ronnel
2019,7770,2019-02-02 00:00:00,15:00,00:15,Lightning Talks,My 10 year journey with FOSSASIA: A woman's pathway to open source,lightningtalk,https://video.fosdem.org/2019/H.2215/fossasia.webm,,,Derrek Dajon
2019,8221,2019-02-02 00:00:00,15:20,00:15,Lightning Talks,Autocrypt - Automating E-Mail Encryption,lightningtalk,https://video.fosdem.org/2019/H.2215/autocrypt_email.webm,,,Audria Shaguana
2019,8395,2019-02-02 00:00:00,15:40,00:15,Lightning Talks,"IMAP, JMAP and the future of open email standards",lightningtalk,https://video.fosdem.org/2019/H.2215/email_standards.webm,,,Laquiesha Christepher
2019,7772,2019-02-02 00:00:00,16:00,00:15,Lightning Talks,Eventyay! An event system for community organizers,lightningtalk,https://video.fosdem.org/2019/H.2215/eventyay_event_system.webm,,,Lauraann Islam
2019,7894,2019-02-02 00:00:00,16:20,00:15,Lightning Talks,Open Software deserves Open Hardware,lightningtalk,https://video.fosdem.org/2019/H.2215/open_hardware.webm,,,Theary Ark
2019,7371,2019-02-02 00:00:00,16:40,00:15,Lightning Talks,The Skulls project - coreboot your Laptop,lightningtalk,https://video.fosdem.org/2019/H.2215/skulls_coreboot.webm,,,Mary Kerby
2019,8158,2019-02-02 00:00:00,17:00,00:15,Lightning Talks,bmclib: A Baseboard Management Controller library,lightningtalk,https://video.fosdem.org/2019/H.2215/baseboard_management.webm,,,Tyan Marshae|Earline Nani
2019,8890,2019-02-02 00:00:00,17:20,00:15,Lightning Talks,Maemo Leste,lightningtalk,https://video.fosdem.org/2019/H.2215/maemo_leste_mobile.webm,,,Shady Georgie
2019,7832,2019-02-02 00:00:00,17:40,00:15,Lightning Talks,Running Android on the Raspberry Pi,lightningtalk,https://video.fosdem.org/2019/H.2215/android_pi.webm,,,Brin Makena
2019,7382,2019-02-02 00:00:00,18:00,00:15,Lightning Talks,10 years of open source test case management,lightningtalk,https://video.fosdem.org/2019/H.2215/test_case_management.webm,,,Kwesi Evelyn
2019,7422,2019-02-02 00:00:00,18:20,00:15,Lightning Talks,Cloud Native Security 101,lightningtalk,https://video.fosdem.org/2019/H.2215/cloud_security.webm,,,Gemma Malina
2019,8273,2019-02-02 00:00:00,18:40,00:15,Lightning Talks,AMENDMENT The brief case for User-space Network Stacks (DPDK and friends),lightningtalk,https://video.fosdem.org/2019/H.2215/userspace_network_stacks.webm,,,Mahina Matthias
2019,8807,2019-02-02 00:00:00,10:30,00:10,"MySQL, MariaDB and Friends","Welcome to the MySQL, MariaDB & Friends Devroom",devroom,,,,Britton Sarrah|Angell Mace
2019,8001,2019-02-02 00:00:00,10:40,00:20,"MySQL, MariaDB and Friends",Patterns and anti-patterns in OSS participation,devroom,https://video.fosdem.org/2019/H.1301/patterns_anti_patterns.webm,,,Charmin Tyeasha
2019,8008,2019-02-02 00:00:00,11:10,00:20,"MySQL, MariaDB and Friends",Making Your MySQL Replication Setup Run Faster!,devroom,,,,Martia Tommi
2019,8983,2019-02-02 00:00:00,11:40,00:20,"MySQL, MariaDB and Friends",AMENDMENT Un-split brain (aka Move Back in Time) MySQL,devroom,https://video.fosdem.org/2019/H.1301/unplitmysql.webm,,,Margery Jatoya
2019,8015,2019-02-02 00:00:00,12:10,00:20,"MySQL, MariaDB and Friends",MySQL Replication - Advanced Features  ,devroom,https://video.fosdem.org/2019/H.1301/mysql_replication_advance.webm,,,Marshal Toneshia
2019,8005,2019-02-02 00:00:00,12:40,00:20,"MySQL, MariaDB and Friends",Tapping Into the Binary Log Change Stream,devroom,https://video.fosdem.org/2019/H.1301/tapping_binlogs.webm,,,Lonetta Elisebeth
2019,8056,2019-02-02 00:00:00,13:10,00:20,"MySQL, MariaDB and Friends",The art of multiplexing MySQL connections with ProxySQL,devroom,https://video.fosdem.org/2019/H.1301/multiplexing_proxysql.webm,,,Kimya Artur
2019,7674,2019-02-02 00:00:00,13:40,00:20,"MySQL, MariaDB and Friends",Improve your SQL,devroom,https://video.fosdem.org/2019/H.1301/improve_sql.webm,,,Brittney Kashina
2019,8012,2019-02-02 00:00:00,14:10,00:20,"MySQL, MariaDB and Friends",LATERAL derived table in MySQL,devroom,https://video.fosdem.org/2019/H.1301/lateral_mysql.webm,,,Kuuipo Jasin
2019,7936,2019-02-02 00:00:00,14:40,00:20,"MySQL, MariaDB and Friends",Test complex database systems in a laptop with dbdeployer,devroom,https://video.fosdem.org/2019/H.1301/dbdeployer.webm,,,Lizbeth Vivi
2019,8865,2019-02-02 00:00:00,10:30,00:05,Java,Welcome,devroom,,,,Cathlyn Marcelle
2019,8866,2019-02-02 00:00:00,10:35,00:40,Java,State of OpenJDK,devroom,https://video.fosdem.org/2019/H.1302/state_openjdk.webm,,,Ramiro Alison
2019,8867,2019-02-02 00:00:00,11:20,00:25,Java,Rumble in the Java Jungle,devroom,https://video.fosdem.org/2019/H.1302/java_jungle.webm,,,Marrissa Yanelis
2019,7820,2019-02-02 00:00:00,11:50,00:25,Java,Loom: Weaving executions,devroom,https://video.fosdem.org/2019/H.1302/loom_weaving_executions.webm,,,Deeandra Mareshah
2019,8868,2019-02-02 00:00:00,12:20,00:25,Java,Java Checkpoint/Restore,devroom,https://video.fosdem.org/2019/H.1302/checkpoint_restore.webm,,,Jawanda Kaya
2019,8869,2019-02-02 00:00:00,12:50,00:25,Java,Java with Docker: How to Make it Work,devroom,https://video.fosdem.org/2019/H.1302/java_docker.webm,,,Chavis Janielle
2019,8873,2019-02-02 00:00:00,13:20,00:25,Java,Performance tuning Twitter services with Graal and Machine Learning,devroom,https://video.fosdem.org/2019/H.1302/performance_graal.webm,,,Travion Sila
2019,8883,2019-02-02 00:00:00,13:50,00:25,Java,"Securing the JVM, neither for fun nor for profit, but do you really have a choice?",devroom,https://video.fosdem.org/2019/H.1302/securing_jvm.webm,,,Shanicqua Romana
2019,8874,2019-02-02 00:00:00,14:20,00:25,Java,Learning about Deep Learning: Applications for OpenJDK/Java Verification,devroom,https://video.fosdem.org/2019/H.1302/deep_learning_openjdk.webm,,,Benjamin Kaitlen
2019,8876,2019-02-02 00:00:00,14:50,00:25,Java,An introduction to Middleware Application Monitoring with Java Mission Control and Flight Recorder,devroom,https://video.fosdem.org/2019/H.1302/imc.webm,,,Cathlyn Marcelle|Gisselle Michaelia
2019,8877,2019-02-02 00:00:00,15:20,00:25,Java,The Missing Benchmark Metric: Memory Consumption,devroom,https://video.fosdem.org/2019/H.1302/memory_benchmark.webm,,,Lashaunta Taiesha
2019,8878,2019-02-02 00:00:00,15:50,00:25,Java,A walkthrough guide to implementing a compiler intrinsic,devroom,https://video.fosdem.org/2019/H.1302/compiler_instrinsic.webm,,,Samatha Raena
2019,8879,2019-02-02 00:00:00,16:20,00:25,Java,Build your own GC with OpenJDK in 20 minutes,devroom,https://video.fosdem.org/2019/H.1302/build_gc_minutes.webm,,,Shontavia Alejandra
2019,8882,2019-02-02 00:00:00,16:50,00:25,Java,Making the JIT part of the cloud,devroom,https://video.fosdem.org/2019/H.1302/jit_cloud.webm,,,Takarra Zenaida
2019,8875,2019-02-02 00:00:00,17:20,00:25,Java,Tested for Business: An Open and Transparent Quality Kit,devroom,https://video.fosdem.org/2019/H.1302/tested_business.webm,,,Benjamin Kaitlen
2019,8880,2019-02-02 00:00:00,17:50,00:25,Java,Java Language Futures,devroom,https://video.fosdem.org/2019/H.1302/java_language_futures.webm,,,Daryl Rosalina
2019,8881,2019-02-02 00:00:00,18:20,00:40,Java,OpenJDK Governing Board Q&A,devroom,https://video.fosdem.org/2019/H.1302/openjdk_gb.webm,,,Ramiro Alison|Cathlyn Marcelle|Evamarie Janos|Phillipe Gisella|Bianca Andreia|Luann Ingrid
2019,8648,2019-02-02 00:00:00,10:30,00:40,Graph,"AMENDMENT Introduction of OSS Weaviate, the Decentralised Knowledge Graph",devroom,https://github.com/creativesoftwarefdn/weaviate,,,Sadia Lonny
2019,8658,2019-02-02 00:00:00,11:15,00:40,Graph,Gephi JS: Exploring the dystopian future of a Javascript Gephi,devroom,https://video.fosdem.org/2019/H.1308/graph_gephi_js.webm,,,Sharilyn Tanicka
2019,8646,2019-02-02 00:00:00,12:00,00:40,Graph,Leveraging real-time streaming with Neo4j-Streams,devroom,https://video.fosdem.org/2019/H.1308/graph_real_time_streaming_kafka_neo4j.webm,,,Tekesha Dixie
2019,8628,2019-02-02 00:00:00,12:45,00:20,Graph,Graph usage in EFL,devroom,https://video.fosdem.org/2019/H.1308/graph_usage_efl.webm,,,Kenesha Errick
2019,8561,2019-02-02 00:00:00,13:10,00:40,Graph,Using networks to study 18th century French trade,devroom,https://video.fosdem.org/2019/H.1308/graph_french_trade_study.webm,,,Stormy Sharlene
2019,7768,2019-02-02 00:00:00,13:55,00:40,Graph,Differentiated access control to graph data,devroom,https://video.fosdem.org/2019/H.1308/graph_access_control_tinkerpop.webm,,,Adonia Marque
2019,7892,2019-02-02 00:00:00,14:40,00:40,Graph,Multiplex graph analysis with GraphBLAS,devroom,https://video.fosdem.org/2019/H.1308/graph_multiplex_analysis_graphblas.webm,,,Horatio Berenice
2019,7994,2019-02-02 00:00:00,15:25,00:40,Graph,Mgmt Config: A tale of three graphs,devroom,https://video.fosdem.org/2019/H.1308/graph_mgmt_config.webm,,,Silvano Janise
2019,8275,2019-02-02 00:00:00,16:30,00:40,Software Defined Storage,Ceph wire protocol revisited - Messenger V2,devroom,https://video.fosdem.org/2019/H.1308/ceph_msgrv2.webm,,,Brendy Kaprice
2019,8126,2019-02-02 00:00:00,17:15,00:25,Software Defined Storage,Challenges in Monitoring Distributed Storage Environment and how Tendrl addresses them,devroom,https://video.fosdem.org/2019/H.1308/monitoring_distributed_storage_tendrl.webm,,,Dezeray Winfred|Laquia Yasser
2019,7694,2019-02-02 00:00:00,17:45,00:25,Software Defined Storage,What's new in DeepSea,devroom,https://video.fosdem.org/2019/H.1308/ceph_deepsea.webm,,,Danisha Lutisha
2019,8237,2019-02-02 00:00:00,18:15,00:40,Software Defined Storage,Replicated SDS with DRBD & LINSTOR,devroom,https://video.fosdem.org/2019/H.1308/replicated_sds_drbd_linstor.webm,,,Craven Aracely
2019,8661,2019-02-02 00:00:00,10:30,00:25,Open Media,VLC 4.0,devroom,https://video.fosdem.org/2019/H.1309/media_vlc.webm,,,Lasheka Talbot
2019,7667,2019-02-02 00:00:00,11:00,00:25,Open Media,The final release of Kodi v18,devroom,https://video.fosdem.org/2019/H.1309/media_kodi.webm,,,Manoah Azizah
2019,8678,2019-02-02 00:00:00,11:30,00:25,Open Media,GStreamer 1.16 and beyond,devroom,https://video.fosdem.org/2019/H.1309/media_gstreamer_1_16.webm,,,Lyda Stacey
2019,8538,2019-02-02 00:00:00,12:00,00:25,Open Media,Fearless Multimedia Programming,devroom,https://video.fosdem.org/2019/H.1309/media_gstreamer_rust.webm,,,Stirling Timesha
2019,7985,2019-02-02 00:00:00,12:30,00:25,Open Media,GStreamer embedded state of the union 2019,devroom,https://video.fosdem.org/2019/H.1309/media_gstreamer_embedded.webm,,,Vu Jeston
2019,8475,2019-02-02 00:00:00,13:00,00:10,Open Media,Inject the Web into your GStreamer pipeline with WPE,devroom,https://video.fosdem.org/2019/H.1309/media_gstreamer_wpe.webm,,,Parth Squire
2019,7941,2019-02-02 00:00:00,13:15,00:10,Open Media,Voice Controlled Radio,devroom,https://video.fosdem.org/2019/H.1309/media_radio.webm,,,Algie Clarie
2019,8687,2019-02-02 00:00:00,13:30,00:25,Open Media,EBUs - Live IP Software Toolkit,devroom,https://video.fosdem.org/2019/H.1309/media_ebus.webm,,,Giulia Aisling
2019,8690,2019-02-02 00:00:00,14:00,00:25,Open Media,RIST - an evolutionary video transport protocol,devroom,https://video.fosdem.org/2019/H.1309/media_rist.webm,,,Raisa Kason
2019,7718,2019-02-02 00:00:00,14:30,00:25,Open Media,Video Analysis using CUDA and OpenCV,devroom,https://video.fosdem.org/2019/H.1309/media_scene_changes.webm,,,Amylynn Billie
2019,7742,2019-02-02 00:00:00,15:00,00:25,Open Media,Futatabi: Multi-camera instant replay with slow motion,devroom,https://video.fosdem.org/2019/H.1309/media_futatabi.webm,,,Kileen Taleshia
2019,8862,2019-02-02 00:00:00,15:30,00:25,Open Media,The SReview review system,devroom,https://video.fosdem.org/2019/H.1309/media_sreview.webm,,,Osualdo Agata
2019,8663,2019-02-02 00:00:00,16:00,00:25,Open Media,How libre can you go?,devroom,https://video.fosdem.org/2019/H.1309/media_libre.webm,,,Aubree Markeyta
2019,7669,2019-02-02 00:00:00,16:30,00:55,Open Media,Migrating from Adobe Connect - the Victory of FOSS Over Proprietary Software,devroom,https://video.fosdem.org/2019/H.1309/media_migrating.webm,,,Shamonique Thom
2019,8641,2019-02-02 00:00:00,17:30,00:55,Open Media,ossia ecosystem workshop,devroom,https://video.fosdem.org/2019/H.1309/media_ossia.webm,,,Coryn Zoltan
2019,7615,2019-02-02 00:00:00,10:30,00:30,Virtualization / Cloud / IaaS,"""Enlightening"" KVM",devroom,https://video.fosdem.org/2019/H.2213/vai_enlightening_kvm.webm,,,Dakisha Lisha
2019,7909,2019-02-02 00:00:00,11:00,00:30,Virtualization / Cloud / IaaS,Getting To Blinky: Virt Edition,devroom,https://video.fosdem.org/2019/H.2213/vai_getting_to_blinky.webm,,,Avram Andray
2019,8344,2019-02-02 00:00:00,11:30,00:30,Virtualization / Cloud / IaaS,Toward exploring virtual disks using a file manager!,devroom,https://www.youtube.com/watch?v=_ykVRSuKFwc,,,Dandrell Merrell
2019,7800,2019-02-02 00:00:00,12:00,00:30,Virtualization / Cloud / IaaS,It's Time for the Populator,devroom,https://video.fosdem.org/2019/H.2213/vai_its_time_for_the_populator.webm,,,Nicoletta Tiffony
2019,7574,2019-02-02 00:00:00,12:30,00:30,Virtualization / Cloud / IaaS,Bare Metal In The Cloud: Isn’t it Ironic?,devroom,https://video.fosdem.org/2019/H.2213/vai_bare_metal_in_the_cloud.webm,,,Zoua Devonte|Levin Jeff
2019,8416,2019-02-02 00:00:00,13:00,00:30,Virtualization / Cloud / IaaS,Managing VMs and Containers in a Deeply Integrated UI,devroom,https://video.fosdem.org/2019/H.2213/vai_managing_vms_and_containers.webm,,,Alainna Cynthia
2019,8411,2019-02-02 00:00:00,13:30,00:30,Virtualization / Cloud / IaaS,Monitoring Kubernetes and Virtualization,devroom,https://video.fosdem.org/2019/H.2213/vai_monitoring_kubernetes.webm,,,Jerilynn Naveen
2019,7461,2019-02-02 00:00:00,14:00,00:30,Virtualization / Cloud / IaaS,Make Room! Make Room!,devroom,https://video.fosdem.org/2019/H.2213/vai_make_room.webm,,,Gustaf Sherene
2019,7597,2019-02-02 00:00:00,14:30,00:30,Virtualization / Cloud / IaaS,Use kcli with all your virtualization solutions!,devroom,https://video.fosdem.org/2019/H.2213/vai_use_kcli.webm,,,Casper Sejal
2019,8542,2019-02-02 00:00:00,15:00,00:30,Virtualization / Cloud / IaaS,High performance virtual machines in oVirt,devroom,https://video.fosdem.org/2019/H.2213/vai_high_preformance_vms.webm,,,Boris Mathaniel
2019,8498,2019-02-02 00:00:00,15:30,00:30,Virtualization / Cloud / IaaS,Speeding up the Booting Time of a Toro Appliance,devroom,https://video.fosdem.org/2019/H.2213/vai_ppeeding_up_the_booting_time_of_a_toro_appliance.webm,,,Jae Meagan
2019,8619,2019-02-02 00:00:00,16:00,00:30,Virtualization / Cloud / IaaS,Apply complex network configuration to your Kubernetes cluster hosts by declaring it,devroom,https://video.fosdem.org/2019/H.2213/vai_apply_complex_network_configuration_to_your_kubernetes.webm,,,Linsdey Brady
2019,7996,2019-02-02 00:00:00,16:30,00:30,Virtualization / Cloud / IaaS,Real-time virtualization automation,devroom,https://video.fosdem.org/2019/H.2213/vai_real_time_virtualization_automation.webm,,,Silvano Janise
2019,8571,2019-02-02 00:00:00,17:00,00:30,Virtualization / Cloud / IaaS,Securing Secure Boot on Xen,devroom,https://video.fosdem.org/2019/H.2213/vai_implementing_uefi_variable_services_in_qemu.webm,,,Jonnell Madelynn
2019,8165,2019-02-02 00:00:00,17:30,00:30,Virtualization / Cloud / IaaS,XCP-ng: building an Open Source and turnkey virtualization platform,devroom,https://video.fosdem.org/2019/H.2213/vai_xcp_ng_building_an_open_source_and_turnkey_virtualization_platform.webm,,,Ashante Briant
2019,8959,2019-02-02 00:00:00,18:00,00:30,Virtualization / Cloud / IaaS,rust-vmm,devroom,https://video.fosdem.org/2019/H.2213/vai_rust_vmm.webm,,,Alberto Egan
2019,7513,2019-02-02 00:00:00,18:30,00:30,Virtualization / Cloud / IaaS,Virtual IOMMU Implementation using HW Nested Paging,devroom,https://video.fosdem.org/2019/H.2213/vai_iommu_implementation_using_hw_nested_paging.webm,,,Safiyah Dishon
2019,8097,2019-02-02 00:00:00,10:30,00:50,Network,XDP (eXpress Data Path) as a building block for other FOSS projects,devroom,https://video.fosdem.org/2019/H.2214/xdp_overview_and_update.webm,,,Kandus Mehran|Caden Gissel
2019,8277,2019-02-02 00:00:00,11:20,00:20,Network,Cilium - overview and recent updates,devroom,https://video.fosdem.org/2019/H.2214/cilium_overview_and_updates.webm,,,Tausha Mychael
2019,7631,2019-02-02 00:00:00,11:40,00:30,Network,Merging System and Network Monitoring with BPF,devroom,https://video.fosdem.org/2019/H.2214/merging_system_and_network_monitoring_with_bpf.webm,,,Arturo Janeka|Jasper Zola
2019,8353,2019-02-02 00:00:00,12:10,00:20,Network,Unifying network filtering rules for the Linux kernel with eBPF,devroom,https://video.fosdem.org/2019/H.2214/network_filtering_with_bpf.webm,,,Va Braylon
2019,8347,2019-02-02 00:00:00,12:30,00:15,Network,Oko: Open vSwitch Extensions with BPF,devroom,,,,Judea Skyeler
2019,8400,2019-02-02 00:00:00,12:45,00:15,Network,An update on Virtio,devroom,https://video.fosdem.org/2019/H.2214/virtio_update.webm,,,Tremell Aliki
2019,8152,2019-02-02 00:00:00,13:00,00:20,Network,Writing Network Drivers in High-Level Languages,devroom,https://video.fosdem.org/2019/H.2214/writing_network_drivers_in_high_level_languages.webm,,,Anise Twanda|Rehana Ikeia
2019,8222,2019-02-02 00:00:00,13:20,00:15,Network,How a Connect-X device driver works,devroom,https://video.fosdem.org/2019/H.2214/how_connectx_device_driver_works.webm,,,Scot Glyn
2019,8132,2019-02-02 00:00:00,13:35,00:30,Network,VNF development made easy with netmap,devroom,https://video.fosdem.org/2019/H.2214/netmap_vnf_development.webm,,,Wendy Derwin
2019,8173,2019-02-02 00:00:00,14:05,00:20,Network,ONOS Introduction,devroom,https://video.fosdem.org/2019/H.2214/onos_introduction.webm,,,Braulio Darious
2019,8124,2019-02-02 00:00:00,14:25,00:15,Network,Automation networking engine for enterprise SDN,devroom,https://video.fosdem.org/2019/H.2214/ansible_networking_and_odl_integration.webm,,,Margaretta Shamina
2019,8266,2019-02-02 00:00:00,14:40,00:20,Network,A Scalable Approach to Virtual Switching,devroom,https://video.fosdem.org/2019/H.2214/scalable_virtual_switching.webm,,,Kalynn Keneta|Jerrald Irina
2019,8366,2019-02-02 00:00:00,15:00,00:40,Network,VPP & Ligato use cases: Contiv/VPP CNI plugin for Kubernetes & IPSEC VPN gateway,devroom,https://video.fosdem.org/2019/H.2214/vpp_ligato_as_ipsec_gateway.webm,,,Agustin Kaelin|Waseem Odelia
2019,8378,2019-02-02 00:00:00,15:40,00:20,Network,Northbound Connections of VPP for NFV in Containers and Kubernetes,devroom,https://video.fosdem.org/2019/H.2214/vpp_northbound_connections.webm,,,Duston Lakea|Teya Angelita
2019,8228,2019-02-02 00:00:00,16:00,00:30,Network,Building production-grade networking software with FD.io CSIT,devroom,https://video.fosdem.org/2019/H.2214/csit_building_production_grade_networking_software.webm,,,Mahina Matthias|Imelda Brandan
2019,8246,2019-02-02 00:00:00,16:30,00:30,Network,Testing your infrastructure and services with the help of OPNFV testperf team,devroom,https://video.fosdem.org/2019/H.2214/opnfv_testing_infrastructure_and_services.webm,,,Sharity Andreka
2019,8349,2019-02-02 00:00:00,17:00,00:20,Network,Are you insured against your noisy neighbor?,devroom,https://video.fosdem.org/2019/H.2214/noisy_neighbor_insurance.webm,,,Qunisha Reyes
2019,8289,2019-02-02 00:00:00,17:20,00:15,Network,Introduction to dpdk-burst-replay,devroom,https://video.fosdem.org/2019/H.2214/dpdk_burst_replay.webm,,,Breton Dedric
2019,8244,2019-02-02 00:00:00,17:35,00:15,Network,Enrich your NIC's capabilities with DPDK SoftNIC,devroom,https://video.fosdem.org/2019/H.2214/dpdk_softnic_enrich_nics_capabilities.webm,,,Lamario Emmet|Guenevere Thara
2019,8351,2019-02-02 00:00:00,17:50,00:30,Network,From closed to Open Source switch ASICs,devroom,https://video.fosdem.org/2019/H.2214/from_closed_to_open_source_switch.webm,,,Aviva Shenelle
